image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Goddess\00000068.jpg,Goddess,0.4891556,0.23453376,0.49991637,0.21165197,0.473217,0.21932797,0.51573515,0.22937351,0.4529672,0.24262413,0.5772547,0.3359971,0.39649755,0.33490723,0.61523026,0.4182767,0.3564134,0.41835532,0.5256501,0.39771393,0.46104443,0.39763135,0.5729501,0.5767218,0.41998807,0.5784695,0.7186522,0.62373275,0.27996007,0.6378825,0.76304376,0.85423154,0.24516244,0.84585345
Goddess\00000072.jpg,Goddess,0.47854573,0.18830629,0.4906458,0.17125788,0.46910262,0.17151423,0.5130297,0.19270758,0.46013346,0.1907435,0.5560071,0.29742348,0.42652673,0.28339857,0.6299394,0.2720404,0.36859202,0.275272,0.6453159,0.15480304,0.35987613,0.16519985,0.5334141,0.5443788,0.43097115,0.5309992,0.6265625,0.66735494,0.33434686,0.62401044,0.67559665,0.8909492,0.32392216,0.82484096
Goddess\00000073.jpg,Goddess,0.50887513,0.24551107,0.52034545,0.22022083,0.4944088,0.22266504,0.5385421,0.2319544,0.47469592,0.23529926,0.5732373,0.34120384,0.43645197,0.33312377,0.66776454,0.36269486,0.34460878,0.36585107,0.7396454,0.27447718,0.27369282,0.28662914,0.5702273,0.6117311,0.45649272,0.6106327,0.70892614,0.60674417,0.3320065,0.61218506,0.77785975,0.84374005,0.25587454,0.83788514
Goddess\00000074.jpg,Goddess,0.5315631,0.21316274,0.5466943,0.18792392,0.5156782,0.19016716,0.5735912,0.19610772,0.49855095,0.19731312,0.63811576,0.3126423,0.4404452,0.29642713,0.7506297,0.35248625,0.35028306,0.329298,0.7845887,0.19606513,0.31957716,0.20637798,0.6184044,0.58467567,0.46449995,0.5797624,0.7668779,0.61468,0.34404778,0.61681205,0.8092798,0.86014634,0.33628836,0.8508194
Goddess\00000076.jpg,Goddess,0.49106583,0.32513922,0.49744987,0.3110256,0.48180094,0.31123018,0.5070602,0.32262883,0.46907836,0.32437915,0.52978545,0.39751914,0.44592232,0.39274627,0.55582774,0.30772972,0.42680305,0.31457537,0.57076037,0.19856389,0.40944666,0.21248332,0.52611125,0.62293583,0.45479068,0.620787,0.5946168,0.64637554,0.38036022,0.65628207,0.5969787,0.8324019,0.37944415,0.831844
Goddess\00000077.jpg,Goddess,0.5344155,0.12864573,0.5404431,0.10273375,0.51492596,0.106951125,0.0,0.0,0.4633492,0.12613033,0.56692106,0.25138834,0.39038265,0.24697368,0.67424476,0.298974,0.3271675,0.2916706,0.7405897,0.17856838,0.24726088,0.1811031,0.53730273,0.5516266,0.4022483,0.5543539,0.67675173,0.6083752,0.29268995,0.6449301,0.665048,0.8771315,0.25784335,0.8959557
Goddess\00000081.jpg,Goddess,0.6006308,0.20180611,0.61387265,0.18273091,0.5756667,0.17823622,0.0,0.0,0.5186009,0.19861136,0.6456446,0.3381278,0.4287186,0.31354582,0.7793429,0.31881428,0.30868465,0.26575738,0.81344634,0.20217377,0.3023367,0.119805194,0.60708606,0.629791,0.43646157,0.62629825,0.76704407,0.6576761,0.2885924,0.69289124,0.7892551,0.8771962,0.1889106,0.9130858
Goddess\00000082.jpg,Goddess,0.49514142,0.2497818,0.51709914,0.23380189,0.4679362,0.23601027,0.54930234,0.25772834,0.43611234,0.26299065,0.61309123,0.3381838,0.37792778,0.33558902,0.67085373,0.20488049,0.3183424,0.20914957,0.569353,0.12411461,0.39561874,0.11135888,0.5989154,0.60231054,0.3918063,0.6021193,0.82008696,0.66435754,0.19364806,0.6874457,0.87394744,0.8710665,0.13048668,0.88048327
Goddess\00000083.jpg,Goddess,0.4869286,0.25658146,0.49781168,0.23961931,0.4737717,0.24091427,0.51500493,0.25586322,0.45858598,0.2585913,0.5591425,0.3456467,0.41522154,0.34227186,0.6433571,0.35250473,0.3352424,0.35631317,0.66809464,0.25618568,0.3203764,0.24778642,0.54794014,0.57183063,0.43521354,0.56931114,0.6463598,0.6196062,0.32604337,0.6202656,0.6907913,0.80974984,0.2963515,0.80257505
Goddess\00000084.jpg,Goddess,0.4958514,0.15811564,0.51017445,0.1326918,0.48058864,0.13622662,0.52950585,0.14732262,0.45981556,0.15219012,0.5882972,0.2725644,0.39915887,0.2713065,0.6292036,0.4027048,0.3619495,0.423178,0.5233473,0.3625118,0.46002477,0.37700894,0.57381964,0.55283344,0.4204151,0.5484691,0.7025941,0.63017005,0.26798442,0.62337595,0.7385462,0.8802994,0.23233058,0.8598655
Goddess\00000086.jpg,Goddess,0.50872064,0.35275504,0.51512206,0.3372773,0.50067693,0.33849674,0.5279049,0.3512643,0.49207324,0.35443094,0.558997,0.4276054,0.46774793,0.42744774,0.6081886,0.4373755,0.42331272,0.44018683,0.6151826,0.33270165,0.4092874,0.33791086,0.5539554,0.6222653,0.48632026,0.62180394,0.6081695,0.6601483,0.42049485,0.66958356,0.61903,0.84903634,0.41465682,0.8501304
Goddess\00000087.jpg,Goddess,0.6711186,0.24755237,0.68207556,0.22595859,0.6597185,0.22546883,0.70003664,0.2471323,0.6443448,0.24257545,0.72788996,0.37172046,0.6024872,0.342109,0.7863905,0.44380653,0.5293683,0.36530608,0.81315595,0.3277933,0.5194953,0.2488026,0.69366425,0.6318865,0.5963724,0.6241047,0.78476584,0.7154499,0.5286957,0.7316003,0.7971816,0.914073,0.4818365,0.9105253
Goddess\00000088.jpg,Goddess,0.51238376,0.16652216,0.52718294,0.1438634,0.49580273,0.14522305,0.5501629,0.16865666,0.4768293,0.17051736,0.6067971,0.28361836,0.4202884,0.2721338,0.70428646,0.30516168,0.32090926,0.30106577,0.7301997,0.16705564,0.27658606,0.17674755,0.5819845,0.5892054,0.43686366,0.5810559,0.70903814,0.64061284,0.30394733,0.63252676,0.7437681,0.9160423,0.27298447,0.89817554
Goddess\00000089.jpg,Goddess,0.63361335,0.13402283,0.64322484,0.10899953,0.62048185,0.11121961,0.6483,0.13385302,0.5894777,0.13245521,0.6877217,0.27174637,0.5314718,0.26066574,0.74486107,0.38947177,0.5325746,0.38488674,0.6817686,0.36294332,0.6187078,0.36248052,0.6727637,0.58486515,0.5487064,0.5816865,0.7818261,0.6567599,0.4480765,0.66713893,0.7838822,0.91502255,0.43734485,0.91541815
Goddess\00000090.jpg,Goddess,0.7253601,0.31096733,0.7332872,0.29846853,0.7152661,0.29865965,0.7450078,0.31304044,0.6997483,0.31267586,0.77345484,0.38160476,0.6622449,0.376664,0.8255107,0.3727008,0.60880166,0.36532465,0.8518468,0.2979742,0.5953128,0.28663588,0.7536143,0.5733946,0.6712323,0.5737521,0.8159402,0.66208065,0.62067163,0.6739281,0.8084403,0.7978144,0.6031022,0.800699
Goddess\00000092.jpg,Goddess,0.50724053,0.19754691,0.5296864,0.17765732,0.48128673,0.17757306,0.5566528,0.1968806,0.4400066,0.19429322,0.628605,0.305834,0.34586355,0.281333,0.79569775,0.2789103,0.19802399,0.21667181,0.80888885,0.11966839,0.1907758,0.100441076,0.59112436,0.56806815,0.36743668,0.5648777,0.82574004,0.5997261,0.19459465,0.6316267,0.8787071,0.83976275,0.12024824,0.86448616
Goddess\00000093.jpg,Goddess,0.47854573,0.18830629,0.4906458,0.17125788,0.46910262,0.17151423,0.5130297,0.19270758,0.46013346,0.1907435,0.5560071,0.29742348,0.42652673,0.28339857,0.6299394,0.2720404,0.36859202,0.275272,0.6453159,0.15480304,0.35987613,0.16519985,0.5334141,0.5443788,0.43097115,0.5309992,0.6265625,0.66735494,0.33434686,0.62401044,0.67559665,0.8909492,0.32392216,0.82484096
Goddess\00000095.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47418553,0.3920281,0.5807385,0.3960313,0.4888525,0.2622311,0.5431992,0.2816742,0.5042658,0.12588698,0.5366609,0.1439902,0.47492895,0.6302585,0.572677,0.6281932,0.41452083,0.71091485,0.6495583,0.7152118,0.3909257,0.8852534,0.6684575,0.8933088
Goddess\00000096.jpg,Goddess,0.50618523,0.11397618,0.51851,0.086185805,0.49152213,0.090168245,0.5339705,0.11217069,0.46969366,0.117539,0.59414846,0.26486328,0.4070565,0.26199326,0.64209443,0.39047912,0.37610403,0.39663556,0.54508275,0.38032475,0.47995096,0.3843061,0.58382905,0.57406443,0.43638262,0.5758978,0.7081762,0.6580333,0.31653163,0.67591375,0.72011435,0.9087072,0.30503398,0.9191665
Goddess\00000097.jpg,Goddess,0.45365304,0.19509263,0.46519583,0.17664199,0.44951987,0.17734937,0.49511328,0.19231506,0.0,0.0,0.53646004,0.29999718,0.43016186,0.29194292,0.50716984,0.4205803,0.39933643,0.419654,0.44997483,0.3623663,0.41672295,0.33810297,0.54325265,0.53120655,0.45249304,0.52544355,0.604673,0.56541145,0.38211384,0.5369841,0.6306702,0.80745864,0.38704452,0.77319664
Goddess\00000101.jpg,Goddess,0.42020613,0.10494326,0.43406266,0.08159231,0.40580216,0.081493735,0.4530374,0.099564604,0.38522512,0.096350186,0.50305665,0.24291791,0.3333677,0.23044693,0.5626829,0.37489194,0.28749397,0.35122472,0.563471,0.22996496,0.2704329,0.21479912,0.49029845,0.5041798,0.36850452,0.49912417,0.5830854,0.5130651,0.2737231,0.5140717,0.5661327,0.73076344,0.30148602,0.726724
Goddess\00000102.jpg,Goddess,0.4935779,0.27081496,0.50339127,0.2516813,0.4815917,0.2520997,0.5196586,0.26949486,0.46698275,0.27180946,0.5600996,0.3614827,0.42849493,0.35997018,0.6383244,0.35755554,0.35146087,0.37976298,0.6644498,0.25266433,0.3252681,0.26212257,0.546569,0.60517424,0.44543606,0.6008966,0.63367057,0.63202405,0.3519443,0.6261174,0.65454435,0.87477523,0.3148404,0.8632896
Goddess\00000103.jpg,Goddess,0.4940275,0.26196042,0.5189062,0.2415382,0.48233747,0.24236184,0.5824908,0.25123516,0.0,0.0,0.6609304,0.36476278,0.43503883,0.36244383,0.6075268,0.48416492,0.35976762,0.48336545,0.46396083,0.46045545,0.42680195,0.46615848,0.61631066,0.62067205,0.4399621,0.60604054,0.641522,0.67743886,0.23874645,0.6447495,0.6329916,0.9114035,0.21806464,0.86612856
Goddess\00000104.jpg,Goddess,0.48484936,0.3735982,0.49631825,0.3564752,0.4706564,0.35904062,0.5164844,0.36508232,0.45302963,0.36891168,0.56768155,0.4485044,0.40427476,0.44114694,0.65478104,0.4578482,0.31675202,0.44823846,0.6839301,0.3692215,0.29802242,0.36641964,0.554318,0.6346223,0.42889252,0.63248235,0.6726008,0.65737575,0.315133,0.65874064,0.69865286,0.83347493,0.28447637,0.8204981
Goddess\00000105.jpg,Goddess,0.49553388,0.18854249,0.5097731,0.17127125,0.48571682,0.16957231,0.53167135,0.19998664,0.47177172,0.1941622,0.5721363,0.3063945,0.42773017,0.29573718,0.5999902,0.41404793,0.3912283,0.40218854,0.52587664,0.39864057,0.46931586,0.3981831,0.5665053,0.5318488,0.44961256,0.5281283,0.6537797,0.6323153,0.35205942,0.6355929,0.691316,0.84485084,0.3068966,0.845647
Goddess\00000106.jpg,Goddess,0.47895813,0.29797983,0.4863738,0.2788498,0.46756983,0.28229323,0.4998172,0.29621622,0.45472202,0.3050445,0.53685206,0.39356714,0.4221054,0.38916355,0.6000651,0.37073952,0.3592073,0.37521988,0.61433154,0.23921125,0.33415598,0.26543397,0.52424335,0.6320735,0.43440253,0.6267039,0.606805,0.6917331,0.34315068,0.6927109,0.6330016,0.9203854,0.32118663,0.8993302
Goddess\00000107.jpg,Goddess,0.5317806,0.13280503,0.5403059,0.106255196,0.5126196,0.109257296,0.0,0.0,0.46206617,0.124146014,0.566127,0.25627598,0.3897373,0.24828099,0.6719474,0.3015216,0.32153672,0.28320318,0.7413369,0.17957026,0.23417772,0.15614508,0.5381723,0.5590634,0.40430498,0.56074107,0.67373717,0.60958153,0.29526228,0.64328486,0.6632799,0.8777964,0.25903463,0.8959726
Goddess\00000108.jpg,Goddess,0.38810164,0.12205978,0.397662,0.09575131,0.37328953,0.097228184,0.40955096,0.12009319,0.35089952,0.12037618,0.4337433,0.27237648,0.3158611,0.25258794,0.46658516,0.43557686,0.290533,0.42637363,0.5275079,0.52471435,0.23363331,0.5279919,0.41953748,0.5555024,0.32319358,0.54894656,0.5324718,0.57017833,0.23429441,0.5737703,0.5369898,0.9025707,0.219491,0.90293175
Goddess\00000112.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48792267,0.33252123,0.51931876,0.3411315,0.4805232,0.30358875,0.46576694,0.3073924,0.0,0.0,0.0,0.0,0.5053208,0.5514232,0.54174787,0.5434831,0.3144433,0.6393033,0.4485086,0.6282867,0.27276617,0.8039618,0.43845662,0.80024916
Goddess\00000114.jpg,Goddess,0.56269693,0.22810777,0.5766171,0.20814547,0.5466636,0.2107641,0.5998545,0.2174054,0.52625537,0.22094819,0.6603438,0.3147774,0.4656813,0.30676204,0.77683985,0.33043483,0.3567093,0.3325568,0.8899849,0.3071302,0.23223937,0.32440484,0.61972946,0.5587262,0.47360843,0.5538686,0.7557264,0.6252129,0.344829,0.62446964,0.77151924,0.85779494,0.3195431,0.84739316
Goddess\00000115.jpg,Goddess,0.461103,0.31973657,0.47348657,0.29983446,0.44416592,0.30387267,0.49804977,0.30941784,0.4259754,0.31674826,0.55986303,0.39557755,0.37587133,0.3934604,0.6716661,0.3972805,0.2697036,0.40946183,0.81061137,0.38837174,0.13519132,0.40241998,0.5368851,0.61121887,0.3905816,0.61035,0.7001186,0.6538163,0.2591071,0.6556511,0.7204077,0.8558705,0.21466316,0.8448141
Goddess\00000119.jpg,Goddess,0.7253601,0.31096733,0.7332872,0.29846853,0.7152661,0.29865965,0.7450078,0.31304044,0.6997483,0.31267586,0.77345484,0.38160476,0.6622449,0.376664,0.8255107,0.3727008,0.60880166,0.36532465,0.8518468,0.2979742,0.5953128,0.28663588,0.7536143,0.5733946,0.6712323,0.5737521,0.8159402,0.66208065,0.62067163,0.6739281,0.8084403,0.7978144,0.6031022,0.800699
Goddess\00000120.jpg,Goddess,0.4773728,0.32049933,0.0,0.0,0.4716789,0.31218866,0.0,0.0,0.45404482,0.33346567,0.49394017,0.38145465,0.43756622,0.4148643,0.49626336,0.3820768,0.4501525,0.5219867,0.48957664,0.36819676,0.43395442,0.58770764,0.543065,0.5614346,0.48684177,0.5788369,0.62094176,0.5885333,0.4197597,0.6017144,0.63171995,0.7453731,0.42669767,0.7763414
Goddess\00000121.jpg,Goddess,0.5292231,0.20001078,0.0,0.0,0.0,0.0,0.0,0.0,0.48788482,0.18775734,0.5496464,0.3066514,0.4497225,0.29941702,0.7533455,0.306294,0.251651,0.28670698,0.0,0.0,0.2306862,0.1309816,0.5041135,0.6150897,0.5208074,0.61105865,0.25648776,0.6375901,0.71422654,0.62422645,0.1725758,0.85568696,0.79172647,0.84934735
Goddess\00000123.jpg,Goddess,0.5028076,0.33204886,0.5099123,0.31993848,0.48852053,0.32025078,0.0,0.0,0.46753255,0.3315721,0.5295697,0.39009044,0.4485425,0.3979401,0.55226785,0.2663065,0.45126972,0.27174392,0.5559268,0.14740664,0.45224056,0.15926033,0.54092723,0.615358,0.46791488,0.62940055,0.6302508,0.6742994,0.40190005,0.7536437,0.6089436,0.8097115,0.37023497,0.9081652
Goddess\00000124.jpg,Goddess,0.5046545,0.11838931,0.52011347,0.09685987,0.49418348,0.09659163,0.54428494,0.13120754,0.48020977,0.12819411,0.58955204,0.25877273,0.43403873,0.25107884,0.6148622,0.38609475,0.39674947,0.3773183,0.524177,0.37677234,0.48579842,0.38158575,0.59066916,0.53692,0.46130127,0.5346429,0.686525,0.65147567,0.34097356,0.66334975,0.7338707,0.90771943,0.29159477,0.9172778
Goddess\00000125.jpg,Goddess,0.5317806,0.13280503,0.5403059,0.106255196,0.5126196,0.109257296,0.0,0.0,0.46206617,0.124146014,0.566127,0.25627598,0.3897373,0.24828099,0.6719474,0.3015216,0.32153672,0.28320318,0.7413369,0.17957026,0.23417772,0.15614508,0.5381723,0.5590634,0.40430498,0.56074107,0.67373717,0.60958153,0.29526228,0.64328486,0.6632799,0.8777964,0.25903463,0.8959726
Goddess\00000126.jpg,Goddess,0.51045936,0.15853372,0.525452,0.13844252,0.49419108,0.13894306,0.54686445,0.16699393,0.47177345,0.16466957,0.6070675,0.29302913,0.3954827,0.26533324,0.7424333,0.28866565,0.24591498,0.2530764,0.7785198,0.12748607,0.21686132,0.1326795,0.5729574,0.5758761,0.39856112,0.5653905,0.7789873,0.6473658,0.2515128,0.6317702,0.8802625,0.93487364,0.18203835,0.9001552
Goddess\00000127.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56671494,0.43203336,0.44907907,0.4197055,0.57659703,0.4953192,0.48534307,0.46293172,0.57127494,0.47700837,0.52167743,0.40292838,0.5689632,0.62704265,0.45603618,0.624395,0.68794173,0.6999054,0.33697405,0.7026587,0.7137614,0.85590065,0.31104708,0.8540043
Goddess\00000128.jpg,Goddess,0.52610546,0.19404513,0.54263127,0.17208932,0.5108844,0.17007367,0.5640985,0.19334765,0.48751417,0.1864851,0.6161109,0.32132423,0.4254796,0.30686766,0.7171933,0.36646512,0.33472174,0.36107007,0.72446454,0.26170704,0.3219311,0.24551983,0.5836954,0.6582565,0.44117603,0.6497168,0.6874896,0.7724001,0.33172736,0.7557443,0.710461,1.0,0.29904982,0.9969114
Goddess\00000129.jpg,Goddess,0.5283569,0.16670111,0.54215175,0.14456965,0.5131877,0.14601271,0.56242526,0.16181076,0.49429083,0.16335018,0.5954123,0.28293642,0.4681169,0.27863282,0.6082059,0.42682952,0.4650053,0.42439437,0.5573546,0.34240508,0.5215688,0.3431512,0.6036949,0.5425966,0.49101353,0.53823346,0.70253783,0.6158236,0.3666563,0.6142119,0.7414664,0.84708756,0.3155206,0.8350463
Goddess\00000130.jpg,Goddess,0.48414022,0.31852707,0.49248582,0.29906052,0.4720811,0.30186796,0.5070406,0.3153582,0.45841664,0.32264936,0.54559267,0.4113606,0.42123857,0.4100745,0.6145606,0.39963368,0.35445872,0.4158966,0.62539685,0.2709633,0.33406687,0.288415,0.53089374,0.6561879,0.4326702,0.6518613,0.62375784,0.71215165,0.3337366,0.70875823,0.65880966,0.9392345,0.31086206,0.9162338
Goddess\00000132.jpg,Goddess,0.49481273,0.17460988,0.5009038,0.15396273,0.4862659,0.15617625,0.5125538,0.17329319,0.47532374,0.17889966,0.5470192,0.28961203,0.4444241,0.28892815,0.6000964,0.26903188,0.39814496,0.27018666,0.6133265,0.12208552,0.38133392,0.14217576,0.53557813,0.5650304,0.46199498,0.5650399,0.5892738,0.6863994,0.40684146,0.69861746,0.5906011,0.9166967,0.40211406,0.9185695
Goddess\00000134.jpg,Goddess,0.49529868,0.19525126,0.5074928,0.17456438,0.48309574,0.1753763,0.5288836,0.1973508,0.46912193,0.19821851,0.58007777,0.31163174,0.42093834,0.30434886,0.6590439,0.32145065,0.34882095,0.31879702,0.6659824,0.19711755,0.33605868,0.19586113,0.5593696,0.58862203,0.43900234,0.584294,0.66430575,0.6745732,0.34097752,0.66983646,0.6846108,0.91365004,0.3249919,0.9012832
Goddess\00000135.jpg,Goddess,0.5122376,0.36611098,0.5343195,0.34865588,0.4887486,0.34900656,0.56498873,0.36264324,0.4531284,0.36190024,0.64295584,0.45373926,0.36463824,0.44264907,0.7780236,0.39198372,0.23281273,0.39200765,0.79768544,0.27309868,0.19362314,0.2842125,0.596208,0.6918971,0.3853963,0.6847836,0.7762795,0.7080457,0.2169685,0.6974994,0.76261216,0.9091236,0.16030867,0.88245493
Goddess\00000137.jpg,Goddess,0.5072612,0.19499193,0.5288493,0.16845188,0.4848135,0.16977154,0.559211,0.19306584,0.4540307,0.19240074,0.6337437,0.3363819,0.36777678,0.31256735,0.8131838,0.33630002,0.18657085,0.31128722,0.8824579,0.1958427,0.10192852,0.20413858,0.5992098,0.64286774,0.39421093,0.6344014,0.8058655,0.58275014,0.21673903,0.5749338,0.88653773,0.9048605,0.14207809,0.8815683
Goddess\00000145.jpg,Goddess,0.46565413,0.18516327,0.48001403,0.16062863,0.45002356,0.16220792,0.50333464,0.17555876,0.43102914,0.17830624,0.5407084,0.31370413,0.39662224,0.3150584,0.56834817,0.46772128,0.3747851,0.46882853,0.6188787,0.5745738,0.33184457,0.58084935,0.52506846,0.56258845,0.4086472,0.5670689,0.6473878,0.64947164,0.29841617,0.68734986,0.64332503,0.7977611,0.26893872,0.84225154
Goddess\00000149.jpg,Goddess,0.48814297,0.19936217,0.4985211,0.18453331,0.4811046,0.1836968,0.52083147,0.20481586,0.0,0.0,0.56801856,0.30381185,0.44150764,0.29375425,0.62491834,0.27365208,0.39266434,0.27828956,0.6374588,0.16300872,0.3822858,0.15566203,0.54174674,0.5614272,0.44359732,0.5475534,0.6200174,0.680488,0.3440559,0.63754904,0.649053,0.8851922,0.35577616,0.8303187
Goddess\00000150.jpg,Goddess,0.5149594,0.19692568,0.5288194,0.18281594,0.49913543,0.18285653,0.5486193,0.20174137,0.47946617,0.20146823,0.59023994,0.29397166,0.4346557,0.2842536,0.70249504,0.30076572,0.32279223,0.27775314,0.7379183,0.1965786,0.29399973,0.17243768,0.562889,0.5126832,0.4494778,0.5091733,0.64115214,0.65098494,0.3687065,0.6545331,0.7017708,0.8194971,0.3177149,0.81765956
Goddess\00000154.jpg,Goddess,0.5171033,0.11144051,0.5344848,0.08574744,0.4999555,0.08665576,0.5556781,0.121194035,0.47665834,0.119506866,0.6064814,0.26245275,0.41938874,0.25375575,0.7253599,0.3194128,0.31458485,0.320704,0.7734924,0.15655722,0.28016937,0.1619452,0.5915512,0.5747605,0.44338906,0.5719963,0.74189514,0.58111256,0.30254358,0.5828957,0.785526,0.8614089,0.22386758,0.8607075
Goddess\00000155.jpg,Goddess,0.48208213,0.19840325,0.49078336,0.18197326,0.47146082,0.18367632,0.5043073,0.21188147,0.45679575,0.21304712,0.5352,0.31328756,0.42152697,0.30353796,0.585233,0.31477714,0.36640936,0.30571282,0.6223036,0.19738397,0.34239355,0.1809213,0.51777595,0.5648253,0.42939073,0.5602058,0.60018265,0.64015555,0.356373,0.6376544,0.5956113,0.8431353,0.33410174,0.8180848
Goddess\00000157.jpg,Goddess,0.5277534,0.3898837,0.5340242,0.38530725,0.0,0.0,0.5432151,0.4201065,0.0,0.0,0.5440798,0.4763817,0.5443681,0.48619625,0.6137193,0.38340724,0.47304875,0.40710554,0.6266184,0.28142586,0.44647235,0.31884256,0.52926576,0.7013552,0.56199455,0.7042929,0.43335667,0.71973646,0.64631665,0.73651016,0.4194743,0.8985987,0.67059,0.90403014
Goddess\00000160.jpg,Goddess,0.47320694,0.21305966,0.49418637,0.19375716,0.45088598,0.19444308,0.5240189,0.20196769,0.42233983,0.20343128,0.58084637,0.31179348,0.38051027,0.32210284,0.72914,0.40035805,0.23650685,0.42403728,0.83319527,0.30177492,0.11466574,0.32264706,0.5706785,0.6020162,0.45036477,0.6079321,0.58085805,0.8146971,0.4763921,0.809581,0.6009457,0.90080804,0.47341833,0.9000063
Goddess\00000163.jpg,Goddess,0.5149594,0.19692568,0.5288194,0.18281594,0.49913543,0.18285653,0.5486193,0.20174137,0.47946617,0.20146823,0.59023994,0.29397166,0.4346557,0.2842536,0.70249504,0.30076572,0.32279223,0.27775314,0.7379183,0.1965786,0.29399973,0.17243768,0.562889,0.5126832,0.4494778,0.5091733,0.64115214,0.65098494,0.3687065,0.6545331,0.7017708,0.8194971,0.3177149,0.81765956
Goddess\00000164.jpg,Goddess,0.48296046,0.20223646,0.50645816,0.18388839,0.46110925,0.18374558,0.54073673,0.20475022,0.43585768,0.2036655,0.6301168,0.31069088,0.3541179,0.30458462,0.79540217,0.28575987,0.20464052,0.29279417,0.8277365,0.13599066,0.16171017,0.15734296,0.59729266,0.5930151,0.388064,0.588131,0.76971835,0.7116192,0.21853882,0.7038112,0.8243998,0.9181315,0.17842792,0.90878797
Goddess\00000165.jpg,Goddess,0.48814297,0.19936217,0.4985211,0.18453331,0.4811046,0.1836968,0.52083147,0.20481586,0.0,0.0,0.56801856,0.30381185,0.44150764,0.29375425,0.62491834,0.27365208,0.39266434,0.27828956,0.6374588,0.16300872,0.3822858,0.15566203,0.54174674,0.5614272,0.44359732,0.5475534,0.6200174,0.680488,0.3440559,0.63754904,0.649053,0.8851922,0.35577616,0.8303187
Goddess\00000169.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41310027,0.38691482,0.60838425,0.3743972,0.2941015,0.34773067,0.70853066,0.3468856,0.16932578,0.2964706,0.81123716,0.36296457,0.44156438,0.4838274,0.59554535,0.47809657,0.28152978,0.6572535,0.6862631,0.6433791,0.17263362,0.8375471,0.7791618,0.84338874
Goddess\00000171.jpg,Goddess,0.43101388,0.23954803,0.43852454,0.22095725,0.41951156,0.22330363,0.45037404,0.2372206,0.40493217,0.24414513,0.48311585,0.32873955,0.3753154,0.33184078,0.5412548,0.31281936,0.31700337,0.3286971,0.5535891,0.19987412,0.2922601,0.21587168,0.47656885,0.58418983,0.39281002,0.5837868,0.54621655,0.66467613,0.31359982,0.6748749,0.56591254,0.87153643,0.2829433,0.8729664
Goddess\00000172.jpg,Goddess,0.49945998,0.14057422,0.511533,0.11732885,0.48792297,0.11671028,0.5280093,0.14505674,0.47304448,0.14091533,0.56608266,0.2831142,0.42972222,0.27055848,0.5843375,0.44689015,0.42503604,0.43510056,0.52220255,0.34029025,0.48971695,0.3425002,0.5604737,0.59010047,0.44548425,0.5840735,0.6670885,0.6601615,0.33267617,0.6646716,0.68829405,0.9305877,0.32203752,0.932252
Goddess\00000177.jpg,Goddess,0.6444397,0.37721965,0.6530298,0.36056346,0.635029,0.3593436,0.66661656,0.37298253,0.62225133,0.37224346,0.69762886,0.46387213,0.58753663,0.45851296,0.7487723,0.46981603,0.53648347,0.47618026,0.7560073,0.38379416,0.5307205,0.38336232,0.67766196,0.71981233,0.59534013,0.71480316,0.73056966,0.8133172,0.5365386,0.8088843,0.7381891,0.9892711,0.5274757,0.9823036
Goddess\00000178.jpg,Goddess,0.5004073,0.17650586,0.51448333,0.1526697,0.48550934,0.1528648,0.5353031,0.1697622,0.465775,0.1675347,0.5769693,0.30900773,0.42168945,0.29491988,0.61901253,0.45873046,0.38132668,0.44605187,0.65634614,0.57648665,0.34253564,0.57787496,0.56327796,0.5947913,0.44094688,0.5888469,0.67649376,0.6480996,0.31977814,0.6545772,0.68444574,0.88738334,0.30583742,0.8950807
Goddess\00000181.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.45455396,0.17360553,0.60045326,0.17327094,0.37422186,0.26115277,0.6836777,0.2551779,0.20398611,0.3101367,0.8333566,0.2751734,0.0,0.0,0.0,0.0,0.36099124,0.61391425,0.59056675,0.6095764,0.26607478,0.654888,0.7759794,0.6411669,0.08118789,0.90725785,0.8754777,0.9175266
Goddess\00000182.jpg,Goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.46354023,0.13959345,0.5210446,0.1435854,0.428212,0.2096074,0.56635135,0.21164365,0.3483514,0.20435604,0.66040576,0.20511967,0.23237523,0.1876509,0.7817429,0.19732594,0.43902785,0.47285575,0.54350346,0.47372556,0.34347206,0.5863014,0.6301591,0.59097576,0.30083567,0.7943381,0.6937766,0.7962118
